[['geen_match_match_1', 1],'DashedSentence', {s: 'De professor besprak met geen enkele vriend de nieuwe resultaten die periode.    \n    De hele week lag hij met zeer hevige koorts op bed.'}, 'Question', {q: 'Wie lag er met koorts op bed?', as:['professor ', 'vriend '] }],
[['geen_match_match_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor geen enkele zanger zware apparatuur  die namiddag.     \n    Al heel lang had hij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zanger '] }],
[['geen_mis_mis_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor geen enkele zanger zware apparatuur  die namiddag.     \n    Al heel lang had zij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zanger '] }],
[['geen_mis_match_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor geen enkele zangeres zware apparatuur  die namiddag.     \n    Al heel lang had hij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zangeres '] }],
[['geen_match_mis_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor geen enkele zangeres zware apparatuur  die namiddag.     \n    Al heel lang had zij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zangeres '] }],
[['een_match_match_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor een zanger zware apparatuur  die namiddag.     \n    Al heel lang had hij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zanger '] }],
[['een_mis_mis_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor een zanger zware apparatuur  die namiddag.     \n    Al heel lang had zij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zanger '] }],
[['een_mis_match_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor een zangeres zware apparatuur  die namiddag.     \n    Al heel lang had hij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zangeres '] }],
[['een_match_mis_14',14],'DashedSentence', {s: 'De verhuizer sjouwde voor een zangeres zware apparatuur  die namiddag.     \n    Al heel lang had zij een erg zwakke rug.'}, 'Question', {q: 'Wie had een zwakke rug?', as:['verhuizer ', 'zangeres '] }],
[['geen_match_match_15',15],'DashedSentence', {s: 'De psychiater had zelf met geen enkele broer een goede band meer nu.     \n    Al jaren moest hij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'broer '] }],
[['geen_mis_mis_15',15],'DashedSentence', {s: 'De psychiater had zelf met geen enkele broer een goede band meer nu.     \n    Al jaren moest zij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'broer '] }],
[['geen_mis_match_15',15],'DashedSentence', {s: 'De psychiater had zelf met geen enkele zus een goede band meer nu.     \n    Al jaren moest hij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'zus '] }],
[['geen_match_mis_15',15],'DashedSentence', {s: 'De psychiater had zelf met geen enkele zus een goede band meer nu.     \n    Al jaren moest zij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'zus '] }],
[['een_match_match_15',15],'DashedSentence', {s: 'De psychiater had zelf met maar één broer een goede band nog nu.     \n    Al jaren moest hij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'broer '] }],
[['een_mis_mis_15',15],'DashedSentence', {s: 'De psychiater had zelf met maar één broer een goede band nog nu.     \n    Al jaren moest zij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'broer '] }],
[['een_mis_match_15',15],'DashedSentence', {s: 'De psychiater had zelf met maar één zus een goede band nog nu.     \n    Al jaren moest hij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'zus '] }],
[['een_match_mis_15',15],'DashedSentence', {s: 'De psychiater had zelf met maar één zus een goede band nog nu.     \n    Al jaren moest zij telkens opnieuw weer contact zoeken.'}, 'Question', {q: 'Wie moest er telkens opnieuw contact zoeken?', as:['psychiater ', 'zus '] }],
[['geen_match_match_16',16],'DashedSentence', {s: 'De kapitein zag geen enkele zeiler op het water tijdens die tocht.    \n    Die hele dag had hij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeiler '] }],
[['geen_mis_mis_16',16],'DashedSentence', {s: 'De kapitein zag geen enkele zeiler op het water tijdens die tocht.    \n    Die hele dag had zij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeiler '] }],
[['geen_mis_match_16',16],'DashedSentence', {s: 'De kapitein zag geen enkele zeilster op het water tijdens die tocht.    \n    Die hele dag had hij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeilster '] }],
[['geen_match_mis_16',16],'DashedSentence', {s: 'De kapitein zag geen enkele zeilster op het water tijdens die tocht.    \n    Die hele dag had zij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeilster '] }],
[['een_match_match_16',16],'DashedSentence', {s: 'De kapitein zag een zeiler op het water tijdens die tocht.    \n    Die hele dag had hij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeiler '] }],
[['een_mis_mis_16',16],'DashedSentence', {s: 'De kapitein zag een zeiler op het water tijdens die tocht.    \n    Die hele dag had zij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeiler '] }],
[['een_mis_match_16',16],'DashedSentence', {s: 'De kapitein zag een zeilster op het water tijdens die tocht.    \n    Die hele dag had hij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeilster '] }],
[['een_match_mis_16',16],'DashedSentence', {s: 'De kapitein zag een zeilster op het water tijdens die tocht.    \n    Die hele dag had zij veel last van zeeziekte.'}, 'Question', {q: 'Wie was er zeeziek geworden?', as:['kapitein ', 'zeilster '] }],
[['geen_match_match_17',17],'DashedSentence', {s: 'De minister kreeg van geen enkele boer vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf hij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boer '] }],
[['geen_mis_mis_17',17],'DashedSentence', {s: 'De minister kreeg van geen enkele boer vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf zij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boer '] }],
[['geen_mis_match_17',17],'DashedSentence', {s: 'De minister kreeg van geen enkele boerin vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf hij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boerin '] }],
[['geen_match_mis_17',17],'DashedSentence', {s: 'De minister kreeg van geen enkele boerin vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf zij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boerin '] }],
[['een_match_match_17',17],'DashedSentence', {s: 'De minister kreeg van een boer vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf hij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boer '] }],
[['een_mis_mis_17',17],'DashedSentence', {s: 'De minister kreeg van een boer vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf zij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boer '] }],
[['een_mis_match_17',17],'DashedSentence', {s: 'De minister kreeg van een boerin vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf hij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boerin '] }],
[['een_match_mis_17',17],'DashedSentence', {s: 'De minister kreeg van een boerin vragen over de nieuwe regelgeving.    \n    Al sinds jaren gaf zij vrijwel niets om die regels.'}, 'Question', {q: 'Wie gaf er niks om de regels?', as:['minister ', 'boerin '] }],
[['geen_match_match_18',18],'DashedSentence', {s: 'De decaan sprak met geen enkele kleuterleider over het project die week.     \n    Al enkele dagen vergat hij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleider '] }],
[['geen_mis_mis_18',18],'DashedSentence', {s: 'De decaan sprak met geen enkele kleuterleider over het project die week.     \n    Al enkele dagen vergat zij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleider '] }],
[['geen_mis_match_18',18],'DashedSentence', {s: 'De decaan sprak met geen enkele kleuterleidster over het project die week.     \n    Al enkele dagen vergat hij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleidster '] }],
[['geen_match_mis_18',18],'DashedSentence', {s: 'De decaan sprak met geen enkele kleuterleidster over het project die week.     \n    Al enkele dagen vergat zij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleidster '] }],
[['een_match_match_18',18],'DashedSentence', {s: 'De decaan sprak met slechts één kleuterleider over het project die week.     \n    Al enkele dagen vergat hij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleider '] }],
[['een_mis_mis_18',18],'DashedSentence', {s: 'De decaan sprak met slechts één kleuterleider over het project die week.     \n    Al enkele dagen vergat zij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleider '] }],
[['een_mis_match_18',18],'DashedSentence', {s: 'De decaan sprak met slechts één kleuterleidster over het project die week.     \n    Al enkele dagen vergat hij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleidster '] }],
[['een_match_mis_18',18],'DashedSentence', {s: 'De decaan sprak met slechts één kleuterleidster over het project die week.     \n    Al enkele dagen vergat zij telkens de nieuwe afspraak.'}, 'Question', {q: 'Wie vergat de afspraak telkens?', as:['decaan ', 'kleuterleidster '] }],
[['geen_match_match_19',19],'DashedSentence', {s: 'De bakker had geen enkele stagiair meer aangenomen dat jaar.     \n    Enkele jaren terug kon hij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiair '] }],
[['geen_mis_mis_19',19],'DashedSentence', {s: 'De bakker had geen enkele stagiar meer aangenomen dat jaar.     \n    Enkele jaren terug kon zij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiar '] }],
[['geen_mis_match_19',19],'DashedSentence', {s: 'De bakker had geen enkele stagiaire meer aangenomen dat jaar.     \n    Enkele jaren terug kon hij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiaire '] }],
[['geen_match_mis_19',19],'DashedSentence', {s: 'De bakker had geen enkele stagiaire meer aangenomen dat jaar.     \n    Enkele jaren terug kon zij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiaire '] }],
[['een_match_match_19',19],'DashedSentence', {s: 'De bakker had een stagiair meer aangenomen dat jaar.     \n    Enkele jaren terug kon hij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiair '] }],
[['een_mis_mis_19',19],'DashedSentence', {s: 'De bakker had een stagiar meer aangenomen dat jaar.     \n    Enkele jaren terug kon zij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiar '] }],
[['een_mis_match_19',19],'DashedSentence', {s: 'De bakker had een stagiaire meer aangenomen dat jaar.     \n    Enkele jaren terug kon hij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiaire '] }],
[['een_match_mis_19',19],'DashedSentence', {s: 'De bakker had een stagiaire meer aangenomen dat jaar.     \n    Enkele jaren terug kon zij al echt heerlijke taarten bakken.'}, 'Question', {q: 'Wie kon er lekkere taarten bakken?', as:['bakker ', 'stagiaire '] }],
[['geen_match_match_20',20],'DashedSentence', {s: 'De crimineel liep geen enkele schoonmaker tegen het lijf op het plaats delict.    \n    Een aantal keer had hij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaker '] }],
[['geen_mis_mis_20',20],'DashedSentence', {s: 'De crimineel liep geen enkele schoonmaker tegen het lijf op het plaats delict.    \n    Een aantal keer had zij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaker '] }],
[['geen_mis_match_20',20],'DashedSentence', {s: 'De crimineel liep geen enkele schoonmaakster tegen het lijf op het plaats delict.    \n    Een aantal keer had hij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaakster '] }],
[['geen_match_mis_20',20],'DashedSentence', {s: 'De crimineel liep geen enkele schoonmaakster tegen het lijf op het plaats delict.    \n    Een aantal keer had zij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaakster '] }],
[['een_match_match_20',20],'DashedSentence', {s: 'De crimineel liep slechts één schoonmaker tegen het lijf op het plaats delict.    \n    Een aantal keer had hij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaker '] }],
[['een_mis_mis_20',20],'DashedSentence', {s: 'De crimineel liep slechts één schoonmaker tegen het lijf op het plaats delict.    \n    Een aantal keer had zij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaker '] }],
[['een_mis_match_20',20],'DashedSentence', {s: 'De crimineel liep slechts één schoonmaakster tegen het lijf op het plaats delict.    \n    Een aantal keer had hij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaakster '] }],
[['een_match_mis_20',20],'DashedSentence', {s: 'De crimineel liep slechts één schoonmaakster tegen het lijf op het plaats delict.    \n    Een aantal keer had zij zich in de bezemkast verstopt.'}, 'Question', {q: 'Wie had zich verstopt?', as:['crimineel ', 'schoonmaakster '] }],
[['geen_match_match_21',21],'DashedSentence', {s: 'De chirurg gaf aan geen enkele zoon genoeg informatie die dag.     \n    Al sinds weken was hij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'zoon '] }],
[['geen_mis_mis_21',21],'DashedSentence', {s: 'De chirurg gaf aan geen enkele zoon genoeg informatie die dag.     \n    Al sinds weken was zij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'zoon '] }],
[['geen_mis_match_21',21],'DashedSentence', {s: 'De chirurg gaf aan geen enkele dochter genoeg informatie die dag.     \n    Al sinds weken was hij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'dochter '] }],
[['geen_match_mis_21',21],'DashedSentence', {s: 'De chirurg gaf aan geen enkele dochter genoeg informatie die dag.     \n    Al sinds weken was zij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'dochter '] }],
[['een_match_match_21',21],'DashedSentence', {s: 'De chirurg gaf aan slechts één zoon genoeg informatie die dag.     \n    Al sinds weken was hij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'zoon '] }],
[['een_mis_mis_21',21],'DashedSentence', {s: 'De chirurg gaf aan slechts één zoon genoeg informatie die dag.     \n    Al sinds weken was zij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'zoon '] }],
[['een_mis_match_21',21],'DashedSentence', {s: 'De chirurg gaf aan slechts één dochter genoeg informatie die dag.     \n    Al sinds weken was hij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'dochter '] }],
[['een_match_mis_21',21],'DashedSentence', {s: 'De chirurg gaf aan slechts één dochter genoeg informatie die dag.     \n    Al sinds weken was zij heel erg in de war.'}, 'Question', {q: 'Wie was er heel erg in de war?', as:['chirurg ', 'dochter '] }],
[['geen_match_match_22',22],'DashedSentence', {s: 'De coach moedigde geen enkele turner enthousiast aan die ochtend.     \n    De dag ervoor had hij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turner '] }],
[['geen_mis_mis_22',22],'DashedSentence', {s: 'De coach moedigde geen enkele turner enthousiast aan die ochtend.     \n    De dag ervoor had zij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turner '] }],
[['geen_mis_match_22',22],'DashedSentence', {s: 'De coach moedigde geen enkele turnster enthousiast aan die ochtend.     \n    De dag ervoor had hij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turnster '] }],
[['geen_match_mis_22',22],'DashedSentence', {s: 'De coach moedigde geen enkele turnster enthousiast aan die ochtend.     \n    De dag ervoor had zij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turnster '] }],
[['een_match_match_22',22],'DashedSentence', {s: 'De coach moedigde slechts één turner enthousiast aan die ochtend.     \n    De dag ervoor had hij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turner '] }],
[['een_mis_mis_22',22],'DashedSentence', {s: 'De coach moedigde slechts één turner enthousiast aan die ochtend.     \n    De dag ervoor had zij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turner '] }],
[['een_mis_match_22',22],'DashedSentence', {s: 'De coach moedigde slechts één turnster enthousiast aan die ochtend.     \n    De dag ervoor had hij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turnster '] }],
[['een_match_mis_22',22],'DashedSentence', {s: 'De coach moedigde slechts één turnster enthousiast aan die ochtend.     \n    De dag ervoor had zij niet echt maximale inzet getoond.'}, 'Question', {q: 'Wie had er zich niet volledig ingezet?', as:['coach ', 'turnster '] }],
[['geen_match_match_23',23],'DashedSentence', {s: 'De rechter luisterde naar geen enkele weduwnaar geduldig in deze zaak.    \n    Nog nooit tevoren kwam hij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwnaar '] }],
[['geen_mis_mis_23',23],'DashedSentence', {s: 'De rechter luisterde naar geen enkele weduwnaar geduldig in deze zaak.    \n    Nog nooit tevoren kwam zij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwnaar '] }],
[['geen_mis_match_23',23],'DashedSentence', {s: 'De rechter luisterde naar geen enkele weduwe geduldig in deze zaak.    \n    Nog nooit tevoren kwam hij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwe '] }],
[['geen_match_mis_23',23],'DashedSentence', {s: 'De rechter luisterde naar geen enkele weduwe geduldig in deze zaak.    \n    Nog nooit tevoren kwam zij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwe '] }],
[['een_match_match_23',23],'DashedSentence', {s: 'De rechter luisterde naar slechts één weduwnaar geduldig in deze zaak.    \n    Nog nooit tevoren kwam hij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwnaar '] }],
[['een_mis_mis_23',23],'DashedSentence', {s: 'De rechter luisterde naar slechts één weduwnaar geduldig in deze zaak.    \n    Nog nooit tevoren kwam zij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwnaar '] }],
[['een_mis_match_23',23],'DashedSentence', {s: 'De rechter luisterde naar slechts één weduwe geduldig in deze zaak.    \n    Nog nooit tevoren kwam hij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwe '] }],
[['een_match_mis_23',23],'DashedSentence', {s: 'De rechter luisterde naar slechts één weduwe geduldig in deze zaak.    \n    Nog nooit tevoren kwam zij zo enorm erg ongeloofwaardig over.'}, 'Question', {q: 'Wie kwam er heel ongeloofwaardig over?', as:['rechter ', 'weduwe '] }],
[['geen_match_match_24',24],'DashedSentence', {s: 'De officier schreeuwde naar geen enkele verpleger luid genoeg die dag.     \n    Tijdens die missie zat hij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleger '] }],
[['geen_mis_mis_24',24],'DashedSentence', {s: 'De officier schreeuwde naar geen enkele verpleger luid genoeg die dag.     \n    Tijdens die missie zat zij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleger '] }],
[['geen_mis_match_24',24],'DashedSentence', {s: 'De officier schreeuwde naar geen enkele verpleegster luid genoeg die dag.     \n    Tijdens die missie zat hij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleegster '] }],
[['geen_match_mis_24',24],'DashedSentence', {s: 'De officier schreeuwde naar geen enkele verpleegster luid genoeg die dag.     \n    Tijdens die missie zat zij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleegster '] }],
[['een_match_match_24',24],'DashedSentence', {s: 'De officier schreeuwde naar slechts één verpleger luid genoeg die dag.     \n    Tijdens die missie zat hij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleger '] }],
[['een_mis_mis_24',24],'DashedSentence', {s: 'De officier schreeuwde naar slechts één verpleger luid genoeg die dag.     \n    Tijdens die missie zat zij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleger '] }],
[['een_mis_match_24',24],'DashedSentence', {s: 'De officier schreeuwde naar slechts één verpleegster luid genoeg die dag.     \n    Tijdens die missie zat hij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleegster '] }],
[['een_match_mis_24',24],'DashedSentence', {s: 'De officier schreeuwde naar slechts één verpleegster luid genoeg die dag.     \n    Tijdens die missie zat zij in een bijna geluidsdichte bunker.'}, 'Question', {q: 'Wie zat er in een bunker?', as:['officier ', 'verpleegster '] }],
[['geen_match_match_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met geen enkele gastheer over het deurbeleid die avond.     \n    Al een aantal jaar had hij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastheer '] }],
[['geen_mis_mis_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met geen enkele gastheer over het deurbeleid die avond.     \n    Al een aantal jaar had zij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastheer '] }],
[['geen_mis_match_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met geen enkele gastvrouw over het deurbeleid die avond.     \n    Al een aantal jaar had hij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastvrouw '] }],
[['geen_match_mis_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met geen enkele gastvrouw over het deurbeleid die avond.     \n    Al een aantal jaar had zij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastvrouw '] }],
[['een_match_match_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met een gastheer over het deurbeleid die avond.     \n    Al een aantal jaar had hij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastheer '] }],
[['een_mis_mis_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met een gastheer over het deurbeleid die avond.     \n    Al een aantal jaar had zij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastheer '] }],
[['een_mis_match_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met een gastvrouw over het deurbeleid die avond.     \n    Al een aantal jaar had hij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastvrouw '] }],
[['een_match_mis_25',25],'DashedSentence', {s: 'De uitsmijter overlegde met een gastvrouw over het deurbeleid die avond.     \n    Al een aantal jaar had zij tijdens zulke grote feesten gewerkt.'}, 'Question', {q: 'Wie had er al veel ervaring met zulke feesten?', as:['uitsmijter ', 'gastvrouw '] }],
[['geen_match_match_26',26],'DashedSentence', {s: 'De opzichter liet aan geen enkele directeur de bouwplaats zien die maand.     \n    Al enkele weken was hij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directeur '] }],
[['geen_mis_mis_26',26],'DashedSentence', {s: 'De opzichter liet aan geen enkele directeur de bouwplaats zien die maand.     \n    Al enkele weken was zij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directeur '] }],
[['geen_mis_match_26',26],'DashedSentence', {s: 'De opzichter liet aan geen enkele directrice de bouwplaats zien die maand.     \n    Al enkele weken was hij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directrice '] }],
[['geen_match_mis_26',26],'DashedSentence', {s: 'De opzichter liet aan geen enkele directrice de bouwplaats zien die maand.     \n    Al enkele weken was zij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directrice '] }],
[['een_match_match_26',26],'DashedSentence', {s: 'De opzichter liet aan een directeur de bouwplaats zien die maand.     \n    Al enkele weken was hij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directeur '] }],
[['een_mis_mis_26',26],'DashedSentence', {s: 'De opzichter liet aan een directeur de bouwplaats zien die maand.     \n    Al enkele weken was zij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directeur '] }],
[['een_mis_match_26',26],'DashedSentence', {s: 'De opzichter liet aan een directrice de bouwplaats zien die maand.     \n    Al enkele weken was hij de deur niet uitgeweest.'}, 'Question', {q: 'Wie was er al een tijd de deur niet uitgeweest?', as:['opzichter ', 'directrice '] }],
